起运省,起运市,起运区县,目的省,目的市,目的区县,货物名称,运掌柜车长,运掌柜平台车型
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,6.8,厢式
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,6.8,厢式
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,8.7,厢式
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,8.7,厢式
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,13,厢式
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,13,厢式
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,16,厢式
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,16,厢式
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,6.2,集装箱
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,6.2,集装箱
江苏省,扬州市,江都区,上海市,上海市,浦东新区,普通货物,12.5,集装箱
江苏省,扬州市,江都区,上海市,上海市,奉贤区,普通货物,12.5,集装箱
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,5,厢式
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,5,厢式
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,6.2,厢式
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,6.2,厢式
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,6.8,厢式
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,6.8,厢式
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,7.7,厢式
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,7.7,厢式
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,8.7,厢式
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,8.7,厢式
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,13,厢式
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,13,厢式
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,16,厢式
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,16,厢式
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,6.2,集装箱
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,6.2,集装箱
山东省,烟台市,福山区,上海市,上海市,浦东新区,普通货物,12.5,集装箱
山东省,烟台市,福山区,上海市,上海市,奉贤区,普通货物,12.5,集装箱
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,4.2,厢式
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,4.2,厢式
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,6.2,厢式
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,6.2,厢式
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,6.8,厢式
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,6.8,厢式
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,7.7,厢式
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,7.7,厢式
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,8.7,厢式
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,8.7,厢式
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,13,厢式
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,13,厢式
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,16,厢式
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,16,厢式
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,6.2,集装箱
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,6.2,集装箱
广东省,肇庆市,高要区,上海市,上海市,浦东新区,普通货物,12.5,集装箱
广东省,肇庆市,高要区,上海市,上海市,奉贤区,普通货物,12.5,集装箱
广东省,中山市,小榄镇,上海市,上海市,浦东新区,普通货物,6.2,集装箱
广东省,中山市,小榄镇,上海市,上海市,奉贤区,普通货物,6.2,集装箱
广东省,中山市,小榄镇,上海市,上海市,浦东新区,普通货物,5,厢式
广东省,中山市,小榄镇,上海市,上海市,奉贤区,普通货物,5,厢式
广东省,中山市,小榄镇,上海市,上海市,浦东新区,普通货物,6.2,厢式
广东省,中山市,小榄镇,上海市,上海市,奉贤区,普通货物,6.2,厢式
广东省,中山市,小榄镇,上海市,上海市,浦东新区,普通货物,13,厢式
广东省,中山市,小榄镇,上海市,上海市,奉贤区,普通货物,13,厢式
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,5,厢式
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,5,厢式
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,6.2,厢式
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,6.2,厢式
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,6.8,厢式
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,6.8,厢式
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,7.7,厢式
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,7.7,厢式
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,8.7,厢式
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,8.7,厢式
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,6.2,集装箱
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,6.2,集装箱
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,13,厢式
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,13,厢式
广东省,珠海市,金湾区,上海市,上海市,浦东新区,普通货物,16,厢式
广东省,珠海市,金湾区,上海市,上海市,奉贤区,普通货物,16,厢式
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,4.2,厢式
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,4.2,厢式
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,5,厢式
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,5,厢式
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,6.8,厢式
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,6.8,厢式
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,8.7,厢式
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,8.7,厢式
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,13,厢式
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,13,厢式
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,16,厢式
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,16,厢式
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,6.2,集装箱
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,6.2,集装箱
湖南省,郴州市,资兴市,上海市,上海市,浦东新区,普通货物,12.5,集装箱
湖南省,郴州市,资兴市,上海市,上海市,奉贤区,普通货物,12.5,集装箱
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,4.2,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,4.2,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,5,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,5,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,6.2,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,6.2,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,6.8,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,6.8,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,7.7,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,7.7,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,8.7,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,8.7,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,13,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,13,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,16,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,16,厢式
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,6.2,集装箱
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,6.2,集装箱
广西壮族自治区,北海市,铁山港区,上海市,上海市,浦东新区,普通货物,12.5,集装箱
广西壮族自治区,北海市,铁山港区,上海市,上海市,奉贤区,普通货物,12.5,集装箱
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,4.2,厢式
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,4.2,厢式
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,5,厢式
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,5,厢式
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,6.2,厢式
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,6.2,厢式
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,6.8,厢式
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,6.8,厢式
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,7.7,厢式
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,7.7,厢式
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,8.7,厢式
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,8.7,厢式
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,13,厢式
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,13,厢式
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,16,厢式
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,16,厢式
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,6.2,集装箱
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,6.2,集装箱
浙江省,温州市,龙湾区,上海市,上海市,浦东新区,普通货物,12.5,集装箱
浙江省,温州市,龙湾区,上海市,上海市,奉贤区,普通货物,12.5,集装箱
