GuangdongFoshan,Guangdong,Foshan,13.998618,2,3,450,1.2,华南 - 许建生,3,400,0.4725,4,400,0.4725,400,蔡焱南,0.4725,蔡焱南,495,1.32,,0.15,495,1.32,1167,3080.88,2800.7999999999997
GuangdongGuangzhou,Guangdong,Guangzhou,11.6629,1,3,450,1.2,华南 - 许建生,3,400,0.4725,4,400,0.4725,400,蔡焱南,0.4725,蔡焱南,495,1.32,,0.15,495,1.32,1944,2566.08,2332.7999999999997
GuangdongHeyuan,Guangdong,Heyuan,140.687,76,3,450,1.2,华南 - 许建生,3,400,0.504,4,400,0.504,400,蔡焱南,0.504,蔡焱南,495,1.32,,0.15,495,1.32,309,37620,34200
GuangdongHuizhou,Guangdong,Huizhou,932.003656,66,3,450,1.2,华南 - 许建生,3,400,0.504,4,400,0.504,400,蔡焱南,0.504,蔡焱南,495,1.32,,0.15,495,1.32,2354,205080.48,186436.8
GuangdongJiangmen,Guangdong,Jiangmen,45.620244,26,3,450,1.5,华南 - 许建生,3,400,0.504,4,400,0.504,400,蔡焱南,0.504,蔡焱南,495,1.65,,0.15,495,1.65,293,12870,11700
GuangdongQingyuan,Guangdong,Qingyuan,34.487464,9,3,450,1.5,华南 - 许建生,3,400,0.4725,4,400,0.4725,400,蔡焱南,0.4725,蔡焱南,495,1.65,,0.15,495,1.65,639,9489.15,8626.5
GuangdongShantou,Guangdong,Shantou,261.791834,42,3,450,1.3,华南 - 许建生,3,400,0.4725,4,400,0.4725,400,蔡焱南,0.4725,蔡焱南,495,1.43,,0.15,495,1.43,1039,62402.34,56729.4
GuangdongShenzhen,Guangdong,Shenzhen,673.219916,127,3,450,1.2,华南 - 许建生,3,400,0.4725,4,400,0.4725,400,蔡焱南,0.4725,蔡焱南,495,1.32,,0.15,495,1.32,884,148193.76,134721.6
GuangdongZhaoqing,Guangdong,Zhaoqing,27.04956,1,3,450,1.5,华南 - 许建生,3,400,0.504,4,400,0.504,400,蔡焱南,0.504,蔡焱南,495,1.65,,0.15,495,1.65,4509,7439.849999999999,6763.5
GuangdongZhongshan,Guangdong,Zhongshan,485.900058,53,3,450,1.2,华南 - 许建生,3,400,0.4725,4,400,0.4725,400,蔡焱南,0.4725,蔡焱南,495,1.32,,0.15,495,1.32,1529,106968.84000000001,97244.4
GuangdongZhuhai,Guangdong,Zhuhai,172.759704,39,3,450,1.4,华南 - 许建生,3,400,0.4725,4,400,0.4725,400,蔡焱南,0.4725,蔡焱南,495,1.54,,0.15,495,1.54,739,44384.34,40349.399999999994
GuangxiCenxi,Guangxi,Cenxi,3.9546,1,4,650,2.2,华南 - 许建生,3,400,0.525,5,400,0.525,400,蔡焱南,0.525,蔡焱南,715,2.42,,0.15,715,2.42,660,1597.2,1452.0000000000002
GuangxiHechi,Guangxi,Hechi,249.01425,16,4,650,1.9,华南 - 许建生,3,400,0.525,5,400,0.525,400,蔡焱南,0.525,蔡焱南,715,2.09,,0.15,715,2.09,2594,86743.36,78857.59999999999
GuangxiPubei,Guangxi,Pubei,42.874494,5,4,650,2,华南 - 许建生,3,400,0.525,5,400,0.525,400,蔡焱南,0.525,蔡焱南,715,2.2,,0.15,715,2.2,1430,15730.000000000002,14300
GuangxiQinzhou,Guangxi,Qinzhou,353.701762,38,4,650,2,华南 - 许建生,3,400,0.525,5,400,0.525,400,蔡焱南,0.525,蔡焱南,715,2.2,,0.15,715,2.2,1552,129747.2,117952
HebeiHejian,Hebei,Hejian,22.994218,2,4,1400,0.75,京津-張學煜,3,400,0.441,3,400,0.441,400,蔡焱南,0.441,蔡焱南,1540,0.83,,0.15,1540,0.83,1917,3182.22,2875.5
HunanChenzhou,Hunan,Chenzhou,113.98778,10,4,800,1.18,华中-王莲花,3,400,0.42,3,400,0.42,400,蔡焱南,0.42,蔡焱南,880,1.3,,0.15,880,1.3,1900,24700,22420
HunanZixing,Hunan,Zixing,43.40608,4,4,800,1.18,华中-王莲花,3,400,0.42,3,400,0.42,400,蔡焱南,0.42,蔡焱南,880,1.3,,0.15,880,1.3,1809,9406.800000000001,8538.48
JiangsuChangshu,Jiangsu,Changshu,0.4914,1,1,200,0.25,华东 - 孙理想 ,1,200,0.105,1,400,0.105,200,蔡焱南,0.105,蔡焱南,220,0.28,,0.15,220,0.28,82,220,200
JiangsuChangzhou,Jiangsu,Changzhou,17.18055,14,1,300,0.28,华东 - 孙理想 ,1,300,0.1575,1,400,0.1575,300,蔡焱南,0.1575,蔡焱南,330,0.31,,0.15,330,0.31,205,4620,4200
JiangsuJintan,Jiangsu,Jintan,0.08368,1,1,300,0.28,华东 - 孙理想 ,1,300,0.1575,1,400,0.1575,300,蔡焱南,0.1575,蔡焱南,330,0.31,,0.15,330,0.31,14,330,300
JiangsuLianyungang,Jiangsu,Lianyungang,129.589436,15,2,600,0.42,华东 - 孙理想 ,1,300,0.21,2,400,0.21,300,蔡焱南,0.21,蔡焱南,660,0.47000000000000003,,0.15,660,0.47000000000000003,1440,10152.000000000002,9072
JiangsuSuzhou,Jiangsu,Suzhou,162.028102,20,1,300,0.25,华东 - 孙理想 ,1,300,0.1575,1,400,0.1575,300,蔡焱南,0.1575,蔡焱南,330,0.28,,0.15,330,0.28,1351,7565.6,6755
JiangsuWuxi,Jiangsu,Wuxi,7.60442,2,1,300,0.3,华东 - 孙理想 ,1,300,0.1575,1,400,0.1575,300,蔡焱南,0.1575,蔡焱南,330,0.33,,0.15,330,0.33,634,660,600
JiangsuYangzhou,Jiangsu,Yangzhou,10.05849,1,1,300,0.33,华东 - 孙理想 ,1,300,0.1575,1,400,0.1575,300,蔡焱南,0.1575,蔡焱南,330,0.37,,0.15,330,0.37,1677,620.49,553.4100000000001
JiangxiGanzhou,Jiangxi,Ganzhou,447.355676,50,4,800,1.18,华中-王莲花,3,300,0.399,3,400,0.399,300,蔡焱南,0.399,蔡焱南,880,1.3,,0.15,880,1.3,1492,96980,88028
ShandongQingdao,Shandong,Qingdao,316.67765,67,3,800,0.7,京津-張學煜,3,300,0.42,3,400,0.42,300,蔡焱南,0.42,蔡焱南,880,0.77,,0.15,880,0.77,788,58960,53600
ShandongRizhao,Shandong,Rizhao,92.326598,25,3,800,0.6,京津-張學煜,3,300,0.42,3,400,0.42,300,蔡焱南,0.42,蔡焱南,880,0.66,,0.15,880,0.66,616,22000,20000
ShandongTai'An,Shandong,Tai'An,52.46441,16,3,800,0.6,京津-張學煜,3,300,0.42,3,400,0.42,300,蔡焱南,0.42,蔡焱南,880,0.66,,0.15,880,0.66,547,14080,12800
ShandongWeihai,Shandong,Weihai,26.616852,11,3,800,0.8,京津-張學煜,3,300,0.42,3,400,0.42,300,蔡焱南,0.42,蔡焱南,880,0.88,,0.15,880,0.88,404,9680,8800
ShandongYantai,Shandong,Yantai,68.785912,24,3,800,0.7,京津-張學煜,3,300,0.42,3,400,0.42,300,蔡焱南,0.42,蔡焱南,880,0.77,,0.15,880,0.77,478,21120,19200
ShandongZhucheng,Shandong,Zhucheng,23.51408,11,3,800,0.6,京津-張學煜,3,300,0.42,3,400,0.42,300,蔡焱南,0.42,蔡焱南,880,0.66,,0.15,880,0.66,357,9680,8800
ShanghaiShanghai,Shanghai,Shanghai,256.19235,36,1,200,0.15,华东 - 孙理想 ,1,200,0.15,1,400,0.21,200,蔡焱南,0.15,蔡焱南,220,0.17,,0.15,220,0.17,1187,7920,7200
ShanxiAnkang,Shanxi,Ankang,223.188158,30,4,1000,0.85,华东 - 孙理想 ,3,300,0.4725,4,400,0.4725,300,蔡焱南,0.4725,蔡焱南,1100,0.9400000000000001,,0.15,1100,0.9400000000000001,1240,34968.00000000001,31620
ZhejiangHangzhou,Zhejiang,Hangzhou,2.01591,1,1,300,0.25,华东 - 孙理想 ,2,300,0.21,1,400,0.21,300,蔡焱南,0.21,蔡焱南,330,0.28,,0.15,330,0.28,336,330,300
ZhejiangHuzhou,Zhejiang,Huzhou,4.33658,3,1,300,0.22,华东 - 孙理想 ,2,300,0.189,1,400,0.189,300,蔡焱南,0.189,蔡焱南,330,0.25,,0.15,330,0.25,241,990,900
ZhejiangJinhua,Zhejiang,Jinhua,16.59154,4,1,300,0.32,华东 - 孙理想 ,2,300,0.273,1,400,0.273,300,蔡焱南,0.273,蔡焱南,330,0.36,,0.15,330,0.36,692,1320,1200
ZhejiangNingbo,Zhejiang,Ningbo,92.871202,24,1,300,0.32,华东 - 孙理想 ,2,300,0.1575,1,400,0.1575,300,蔡焱南,0.1575,蔡焱南,330,0.36,,0.15,330,0.36,645,7920,7200
ZhejiangPinghu,Zhejiang,Pinghu,32.513864,11,1,300,0.25,华东 - 孙理想 ,2,300,0.105,1,400,0.105,300,蔡焱南,0.105,蔡焱南,330,0.28,,0.15,330,0.28,493,3630,3300
ZhejiangTaizhou,Zhejiang,Taizhou,0.6084,1,2,600,0.42,华东 - 孙理想 ,2,300,0.231,1,400,0.231,300,蔡焱南,0.231,蔡焱南,660,0.47000000000000003,,0.15,660,0.47000000000000003,102,660,600
BeihaiGuangxi,Beihai,Guangxi,,,4,650,2.8,华南 - 许建生,3,400,0.525,5,400,0.525,400,蔡焱南,0.525,蔡焱南,715,3.08,,0.15,715,3.08,0,0,0
WenzhouZhejiang,Wenzhou,Zhejiang,,,2,600,0.42,华东 - 孙理想 ,2,300,0.3675,1,400,0.3675,300,蔡焱南,0.3675,蔡焱南,660,0.47000000000000003,,0.15,660,0.47000000000000003,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
